,starttime,stoptime,start station id,start station name,end station id,end station name,bikeid,name_localizedValue,usertype
81,2018-05-01 07:09:10,2018-05-01 07:12:08,3279,Dixon Mills,3186,Grove St PATH,29569,$25 Off Annual Membership,Subscriber
82,2018-05-01 07:09:21,2018-05-01 07:11:52,3279,Dixon Mills,3186,Grove St PATH,29231,Annual Membership,Subscriber
83,2018-05-01 07:10:27,2018-05-01 07:17:04,3639,Harborside,3205,JC Medical Center,26256,Annual Membership,Subscriber
84,2018-05-01 07:10:34,2018-05-01 07:15:07,3207,Oakland Ave,3195,Sip Ave,26172,$25 Off Annual Membership,Subscriber
85,2018-05-01 07:10:45,2018-05-01 07:14:29,3203,Hamilton Park,3186,Grove St PATH,33635,Annual Membership,Subscriber
86,2018-05-01 07:12:51,2018-05-01 07:15:26,3214,Essex Light Rail,3183,Exchange Place,29515,Annual Membership,Subscriber
87,2018-05-01 07:13:27,2018-05-01 07:18:28,3203,Hamilton Park,3186,Grove St PATH,29242,Annual Membership,Subscriber
88,2018-05-01 07:13:50,2018-05-01 07:25:29,3196,Riverview Park,3202,Newport PATH,29214,$25 Off Annual Membership,Subscriber
89,2018-05-01 07:13:57,2018-05-01 07:19:21,3203,Hamilton Park,3187,Warren St,33659,Annual Membership,Subscriber
90,2018-05-01 07:14:14,2018-05-01 07:28:29,3186,Grove St PATH,3267,Morris Canal,33569,Annual Membership,Subscriber
91,2018-05-01 07:14:48,2018-05-01 07:20:19,3269,Brunswick & 6th,3186,Grove St PATH,33654,Annual Membership,Subscriber
92,2018-05-01 07:15:35,2018-05-01 07:18:50,3270,Jersey & 6th St,3186,Grove St PATH,29446,Annual Membership,Subscriber
93,2018-05-01 07:15:49,2018-05-01 07:23:06,3192,Liberty Light Rail,3186,Grove St PATH,33650,FREE Bonus Month with Annual Membership,Subscriber
94,2018-05-01 07:17:01,2018-05-01 07:20:49,3186,Grove St PATH,3214,Essex Light Rail,29231,Annual Membership,Subscriber
95,2018-05-01 07:17:30,2018-05-01 07:21:29,3207,Oakland Ave,3640,Journal Square,26311,Annual Membership,Subscriber
96,2018-05-01 07:17:37,2018-05-01 07:24:12,3269,Brunswick & 6th,3199,Newport Pkwy,26183,Annual Membership,Subscriber
97,2018-05-01 07:17:53,2018-05-01 07:24:15,3281,Leonard Gordon Park,3195,Sip Ave,29255,Annual Membership,Subscriber
98,2018-05-01 07:18:49,2018-05-01 07:23:47,3207,Oakland Ave,3640,Journal Square,33612,Annual Membership,Subscriber
99,2018-05-01 07:19:29,2018-05-01 07:23:00,3275,Columbus Drive,3183,Exchange Place,33589,Join Citi Bike for $14.95/month,Subscriber
100,2018-05-01 07:21:52,2018-05-01 07:33:43,3192,Liberty Light Rail,3183,Exchange Place,29271,Annual Membership from Citi Bike App,Subscriber
101,2018-05-01 07:22:01,2018-05-01 07:27:45,3281,Leonard Gordon Park,3640,Journal Square,33555,Annual Membership,Subscriber
102,2018-05-01 07:22:42,2018-05-01 07:27:22,3269,Brunswick & 6th,3186,Grove St PATH,26316,Annual Membership,Subscriber
103,2018-05-01 07:22:59,2018-05-01 07:36:07,3277,Communipaw & Berry Lane,3186,Grove St PATH,33628,Annual Membership,Subscriber
104,2018-05-01 07:23:51,2018-05-01 07:25:57,3681,Grand St,3275,Columbus Drive,29245,Annual Membership,Subscriber
105,2018-05-01 07:25:25,2018-05-01 07:29:46,3203,Hamilton Park,3186,Grove St PATH,32435,Annual Membership,Subscriber
106,2018-05-01 07:25:54,2018-05-01 07:30:59,3199,Newport Pkwy,3187,Warren St,33668,Annual Membership from Citi Bike App,Subscriber
107,2018-05-01 07:26:01,2018-05-01 07:28:22,3279,Dixon Mills,3186,Grove St PATH,29232,Annual Membership,Subscriber
108,2018-05-01 07:26:40,2018-05-01 07:28:52,3214,Essex Light Rail,3183,Exchange Place,29231,Annual Membership,Subscriber
109,2018-05-01 07:26:57,2018-05-01 07:29:20,3279,Dixon Mills,3186,Grove St PATH,29513,Annual Membership,Subscriber
110,2018-05-01 07:27:42,2018-05-01 07:29:58,3275,Columbus Drive,3183,Exchange Place,29471,Join Citi Bike for $14.95/month,Subscriber
111,2018-05-01 07:29:00,2018-05-01 07:34:07,3211,Newark Ave,3639,Harborside,26292,Annual Membership from Citi Bike App,Subscriber
112,2018-05-01 07:29:00,2018-05-01 07:43:37,3198,Heights Elevator,3211,Newark Ave,29623,Annual Membership,Subscriber
113,2018-05-01 07:29:07,2018-05-01 07:34:57,3269,Brunswick & 6th,3186,Grove St PATH,33655,Annual Membership from Citi Bike App,Subscriber
114,2018-05-01 07:29:29,2018-05-01 07:34:08,3211,Newark Ave,3638,Washington St,29536,Annual Membership,Subscriber
115,2018-05-01 07:29:58,2018-05-01 07:32:09,3183,Exchange Place,3184,Paulus Hook,29617,Annual Membership,Subscriber
116,2018-05-01 07:30:31,2018-05-01 07:35:20,3483,Montgomery St,3186,Grove St PATH,29507,Annual Membership,Subscriber
117,2018-05-01 07:30:32,2018-05-01 07:35:02,3270,Jersey & 6th St,3275,Columbus Drive,33660,Annual Membership,Subscriber
118,2018-05-01 07:31:01,2018-05-01 07:33:30,3267,Morris Canal,3184,Paulus Hook,29542,Annual Membership,Subscriber
119,2018-05-01 07:31:12,2018-05-01 07:36:21,3203,Hamilton Park,3202,Newport PATH,29439,Annual Membership,Subscriber
120,2018-05-01 07:31:54,2018-05-01 07:37:46,3203,Hamilton Park,3202,Newport PATH,26164,Annual Membership,Subscriber
121,2018-05-01 07:32:00,2018-05-01 07:39:30,3192,Liberty Light Rail,3214,Essex Light Rail,29546,Annual Membership,Subscriber
122,2018-05-01 07:32:39,2018-05-01 07:40:43,3203,Hamilton Park,3184,Paulus Hook,33580,Annual Membership,Subscriber
123,2018-05-01 07:33:31,2018-05-01 07:39:55,3267,Morris Canal,3186,Grove St PATH,29505,Annual Membership from Citi Bike App,Subscriber
124,2018-05-01 07:33:36,2018-05-01 07:38:58,3278,Monmouth and 6th,3186,Grove St PATH,26298,Annual Membership,Subscriber
125,2018-05-01 07:35:00,2018-05-01 07:38:45,3210,Pershing Field,3212,Christ Hospital,29266,Annual Membership,Subscriber
126,2018-05-01 07:35:18,2018-05-01 07:38:39,3279,Dixon Mills,3186,Grove St PATH,29678,$25 Off Annual Membership,Subscriber
127,2018-05-01 07:35:23,2018-05-01 07:39:05,3278,Monmouth and 6th,3186,Grove St PATH,29679,Annual Membership,Subscriber
128,2018-05-01 07:36:31,2018-05-01 07:43:43,3192,Liberty Light Rail,3186,Grove St PATH,33631,Annual Membership,Subscriber
129,2018-05-01 07:37:01,2018-05-01 07:43:41,3195,Sip Ave,3225,Baldwin at Montgomery,29255,Annual Membership from Citi Bike App,Subscriber
130,2018-05-01 07:37:14,2018-05-01 07:51:21,3203,Hamilton Park,3183,Exchange Place,29661,Annual Membership from Citi Bike App,Subscriber
131,2018-05-01 07:39:14,2018-05-01 07:47:58,3280,Astor Place,3195,Sip Ave,26155,Annual Membership,Subscriber
132,2018-05-01 07:39:15,2018-05-01 07:43:04,3203,Hamilton Park,3186,Grove St PATH,26195,Annual Membership,Subscriber
133,2018-05-01 07:41:09,2018-05-01 07:45:49,3278,Monmouth and 6th,3186,Grove St PATH,26315,Annual Membership,Subscriber
134,2018-05-01 07:41:22,2018-05-01 07:49:20,3195,Sip Ave,3280,Astor Place,29530,Join Citi Bike for $14.95/month,Subscriber
135,2018-05-01 07:42:36,2018-05-01 07:46:22,3270,Jersey & 6th St,3186,Grove St PATH,33632,Annual Membership,Subscriber
136,2018-05-01 07:43:26,2018-05-01 07:53:57,3483,Montgomery St,3638,Washington St,33591,Annual Membership,Subscriber
137,2018-05-01 07:44:14,2018-05-01 07:50:12,3207,Oakland Ave,3195,Sip Ave,33648,Annual Membership from Citi Bike App,Subscriber
138,2018-05-01 07:45:00,2018-05-01 07:48:49,3279,Dixon Mills,3186,Grove St PATH,26210,Annual Membership,Subscriber
139,2018-05-01 07:45:27,2018-05-01 07:57:07,3268,Lafayette Park,3214,Essex Light Rail,33562,Single Ride,Customer
140,2018-05-01 07:48:16,2018-05-01 07:53:27,3278,Monmouth and 6th,3186,Grove St PATH,29596,Annual Membership,Subscriber
141,2018-05-01 07:48:18,2018-05-01 07:56:25,3279,Dixon Mills,3183,Exchange Place,26274,$25 Off Annual Membership,Subscriber
142,2018-05-01 07:48:22,2018-05-01 07:56:59,3203,Hamilton Park,3184,Paulus Hook,33630,Annual Membership,Subscriber
143,2018-05-01 07:48:38,2018-05-01 07:53:25,3270,Jersey & 6th St,3186,Grove St PATH,33594,Annual Membership,Subscriber
144,2018-05-01 07:48:47,2018-05-01 08:01:18,3678,Fairmount Ave,3195,Sip Ave,26241,Annual Membership,Subscriber
145,2018-05-01 07:49:08,2018-05-01 07:53:47,3187,Warren St,3183,Exchange Place,29244,$25 Off Annual Membership,Subscriber
146,2018-05-01 07:49:40,2018-05-01 07:54:02,3203,Hamilton Park,3186,Grove St PATH,33581,Annual Membership,Subscriber
147,2018-05-01 07:50:14,2018-05-01 07:54:44,3269,Brunswick & 6th,3186,Grove St PATH,29121,Annual Membership,Subscriber
148,2018-05-01 07:51:15,2018-05-01 07:53:47,3196,Riverview Park,3198,Heights Elevator,29205,JCBS Employee,Subscriber
149,2018-05-01 07:51:18,2018-05-01 08:08:19,3191,Union St,3195,Sip Ave,29593,Annual Membership,Subscriber
150,2018-05-01 07:51:39,2018-05-01 07:56:02,3185,City Hall,3267,Morris Canal,26212,Annual Membership from Citi Bike App,Subscriber
151,2018-05-01 07:52:39,2018-05-01 07:58:14,3201,Dey St,3195,Sip Ave,26178,24 Hour,Customer
152,2018-05-01 07:53:13,2018-05-01 08:01:12,3203,Hamilton Park,3183,Exchange Place,29644,Annual Membership,Subscriber
153,2018-05-01 07:53:26,2018-05-01 07:57:18,3267,Morris Canal,3183,Exchange Place,29520,Annual Membership,Subscriber
154,2018-05-01 07:54:10,2018-05-01 07:58:41,3203,Hamilton Park,3186,Grove St PATH,26288,Annual Membership,Subscriber
155,2018-05-01 07:55:34,2018-05-01 08:02:47,3203,Hamilton Park,3639,Harborside,29681,Annual Membership,Subscriber
156,2018-05-01 07:55:48,2018-05-01 07:59:30,3267,Morris Canal,3183,Exchange Place,33569,Annual Membership,Subscriber
157,2018-05-01 07:55:50,2018-05-01 08:00:29,3267,Morris Canal,3183,Exchange Place,26203,Annual Membership,Subscriber
158,2018-05-01 07:56:32,2018-05-01 08:00:01,3278,Monmouth and 6th,3186,Grove St PATH,29269,Annual Membership,Subscriber
159,2018-05-01 07:57:51,2018-05-01 08:05:57,3203,Hamilton Park,3186,Grove St PATH,29669,Annual Membership,Subscriber
160,2018-05-01 07:58:00,2018-05-01 08:02:06,3267,Morris Canal,3183,Exchange Place,26212,Annual Membership,Subscriber
161,2018-05-01 07:58:33,2018-05-01 08:04:19,3269,Brunswick & 6th,3186,Grove St PATH,29654,Annual Membership,Subscriber
162,2018-05-01 07:58:51,2018-05-01 08:02:34,3205,JC Medical Center,3186,Grove St PATH,26192,Annual Membership,Subscriber
163,2018-05-01 07:58:50,2018-05-01 08:03:18,3278,Monmouth and 6th,3273,Manila & 1st,26207,Annual Membership from Citi Bike App,Subscriber
164,2018-05-01 07:59:27,2018-05-01 08:02:34,3270,Jersey & 6th St,3186,Grove St PATH,29634,Annual Membership,Subscriber
165,2018-05-01 08:00:15,2018-05-01 08:06:49,3203,Hamilton Park,3186,Grove St PATH,29572,$25 Off Annual Membership,Subscriber
166,2018-05-01 08:00:23,2018-05-01 08:08:23,3209,Brunswick St,3214,Essex Light Rail,26295,Annual Membership,Subscriber
167,2018-05-01 08:00:34,2018-05-01 08:04:49,3278,Monmouth and 6th,3186,Grove St PATH,29272,Annual Membership,Subscriber
168,2018-05-01 08:00:38,2018-05-01 08:05:21,3203,Hamilton Park,3186,Grove St PATH,26297,Join Citi Bike for $14.95/month,Subscriber
169,2018-05-01 08:00:45,2018-05-01 08:14:57,3678,Fairmount Ave,3195,Sip Ave,33608,Annual Membership,Subscriber
170,2018-05-01 08:00:54,2018-05-01 08:04:20,3203,Hamilton Park,3186,Grove St PATH,29525,Annual Membership,Subscriber
171,2018-05-01 08:00:57,2018-05-01 08:05:29,3278,Monmouth and 6th,3186,Grove St PATH,29641,Join Citi Bike for $14.95/month,Subscriber
172,2018-05-01 08:01:03,2018-05-01 08:05:17,3278,Monmouth and 6th,3273,Manila & 1st,26249,Join Citi Bike for $14.95/month,Subscriber
173,2018-05-01 08:01:39,2018-05-01 08:05:24,3207,Oakland Ave,3220,5 Corners Library,29635,Annual Membership,Subscriber
174,2018-05-01 08:01:49,2018-05-01 08:04:45,3270,Jersey & 6th St,3273,Manila & 1st,29595,Annual Membership,Subscriber
175,2018-05-01 08:01:52,2018-05-01 08:05:51,3278,Monmouth and 6th,3186,Grove St PATH,26240,Annual Membership,Subscriber
176,2018-05-01 08:01:55,2018-05-01 08:10:21,3277,Communipaw & Berry Lane,3186,Grove St PATH,29579,Annual Membership,Subscriber
177,2018-05-01 08:02:05,2018-05-01 08:09:21,3195,Sip Ave,3679,Bergen Ave,26172,Annual Membership,Subscriber
178,2018-05-01 08:02:12,2018-05-01 08:13:56,3278,Monmouth and 6th,3183,Exchange Place,26159,Annual Membership,Subscriber
179,2018-05-01 08:02:14,2018-05-01 08:05:22,3272,Jersey & 3rd,3186,Grove St PATH,33621,Annual Membership,Subscriber
180,2018-05-01 08:02:36,2018-05-01 08:10:28,3481,York St,3209,Brunswick St,26160,Annual Membership,Subscriber
181,2018-05-01 08:03:00,2018-05-01 08:07:07,3209,Brunswick St,3186,Grove St PATH,26228,Annual Membership,Subscriber
182,2018-05-01 08:03:11,2018-05-01 08:11:07,3192,Liberty Light Rail,3185,City Hall,29656,Annual Membership,Subscriber
183,2018-05-01 08:03:34,2018-05-01 08:07:38,3276,Marin Light Rail,3183,Exchange Place,26189,Annual Membership,Subscriber
184,2018-05-01 08:04:11,2018-05-01 08:15:56,3281,Leonard Gordon Park,3640,Journal Square,26225,Citi Bike Annual Membership,Subscriber
185,2018-05-01 08:04:49,2018-05-01 08:11:41,3203,Hamilton Park,3202,Newport PATH,26213,Annual Membership from Citi Bike App,Subscriber
186,2018-05-01 08:05:17,2018-05-01 08:09:34,3267,Morris Canal,3183,Exchange Place,33607,Annual Membership,Subscriber
187,2018-05-01 08:05:59,2018-05-01 08:09:52,3202,Newport PATH,3639,Harborside,33618,Annual Membership,Subscriber
188,2018-05-01 08:06:10,2018-05-01 08:09:47,3267,Morris Canal,3183,Exchange Place,29280,Join Citi Bike for $14.95/month,Subscriber
189,2018-05-01 08:06:16,2018-05-01 08:10:02,3194,McGinley Square,3195,Sip Ave,33575,Annual Membership,Subscriber
190,2018-05-01 08:06:36,2018-05-01 08:11:55,3203,Hamilton Park,3202,Newport PATH,29620,Annual Membership,Subscriber
191,2018-05-01 08:06:46,2018-05-01 08:14:48,3269,Brunswick & 6th,3186,Grove St PATH,33656,Annual Membership,Subscriber
192,2018-05-01 08:06:58,2018-05-01 08:11:40,3202,Newport PATH,3639,Harborside,33649,Annual Membership,Subscriber
193,2018-05-01 08:07:08,2018-05-01 08:14:21,3192,Liberty Light Rail,3186,Grove St PATH,33647,Join Citi Bike for $14.95/month,Subscriber
194,2018-05-01 08:07:19,2018-05-01 08:30:24,3281,Leonard Gordon Park,3183,Exchange Place,29508,Join Citi Bike for $14.95/month,Subscriber
195,2018-05-01 08:07:57,2018-05-01 08:22:22,3210,Pershing Field,3195,Sip Ave,29606,Annual Membership,Subscriber
196,2018-05-01 08:08:19,2018-05-01 08:18:52,3277,Communipaw & Berry Lane,3186,Grove St PATH,33572,FREE Bonus Month with Annual Membership,Subscriber
197,2018-05-01 08:08:26,2018-05-01 08:17:50,3199,Newport Pkwy,3184,Paulus Hook,29293,Annual Membership,Subscriber
198,2018-05-01 08:08:32,2018-05-01 08:12:10,3267,Morris Canal,3183,Exchange Place,33640,$25 Off Annual Membership,Subscriber
199,2018-05-01 08:09:21,2018-05-01 08:13:06,3194,McGinley Square,3195,Sip Ave,33652,Annual Membership,Subscriber
200,2018-05-01 08:10:14,2018-05-01 08:13:49,3209,Brunswick St,3186,Grove St PATH,29127,$25 Off Annual Membership,Subscriber
201,2018-05-01 08:10:27,2018-05-01 08:14:44,3203,Hamilton Park,3186,Grove St PATH,29616,Annual Membership,Subscriber
202,2018-05-01 08:10:31,2018-05-01 08:14:31,3270,Jersey & 6th St,3186,Grove St PATH,29671,Annual Membership,Subscriber
203,2018-05-01 08:12:53,2018-05-01 08:21:46,3278,Monmouth and 6th,3202,Newport PATH,29667,$25 Off Annual Membership,Subscriber
204,2018-05-01 08:12:54,2018-05-01 08:26:52,3207,Oakland Ave,3214,Essex Light Rail,26217,Annual Membership from Citi Bike App,Subscriber
205,2018-05-01 08:13:28,2018-05-01 08:17:29,3213,Van Vorst Park,3186,Grove St PATH,26227,Annual Membership,Subscriber
